record_id,date,day_of_week,day_part,sales_usd,labor_hours,transactions,staff_on_floor
467,2024-04-03,Wednesday,midday,1349.15,17.9,151,6
468,2024-04-03,Wednesday,afternoon,1155.54,17.2,45,8
469,2024-04-03,Wednesday,evening,1609.79,12.5,67,7
470,2024-04-03,Wednesday,night,569.47,16.1,182,7
471,2024-04-04,Thursday,morning,819.69,15.6,190,8
472,2024-04-04,Thursday,midday,1411.31,10.1,199,3
473,2024-04-04,Thursday,afternoon,1257.0,9.2,197,2
474,2024-04-04,Thursday,evening,1738.69,12.4,65,8
475,2024-04-04,Thursday,night,554.13,18.3,77,5
476,2024-04-05,Friday,morning,1077.25,8.4,35,5
477,2024-04-05,Friday,midday,1583.87,19.0,157,6
478,2024-04-05,Friday,afternoon,1397.44,14.3,60,8
479,2024-04-05,Friday,evening,2198.75,19.0,144,2
480,2024-04-05,Friday,night,622.73,8.2,129,6
481,2024-04-06,Saturday,morning,922.1,19.8,151,8
482,2024-04-06,Saturday,midday,1787.03,12.9,56,2
483,2024-04-06,Saturday,afternoon,1585.99,9.8,33,5
484,2024-04-06,Saturday,evening,2386.44,8.1,61,8
485,2024-04-06,Saturday,night,947.33,9.5,34,4
486,2024-04-07,Sunday,morning,1004.92,16.6,92,5
487,2024-04-07,Sunday,midday,1604.68,8.6,67,7
488,2024-04-07,Sunday,afternoon,1328.73,17.1,105,7
489,2024-04-07,Sunday,evening,1982.13,16.0,95,2
490,2024-04-07,Sunday,night,656.8,16.6,32,2
491,2024-04-08,Monday,morning,795.53,17.8,50,5
492,2024-04-08,Monday,midday,1200.72,11.7,183,3
493,2024-04-08,Monday,afternoon,1166.51,15.3,110,4
494,2024-04-08,Monday,evening,1490.12,19.4,142,5
495,2024-04-08,Monday,night,490.15,17.6,122,7
496,2024-04-09,Tuesday,morning,679.88,10.0,136,5
497,2024-04-09,Tuesday,midday,1154.16,19.3,175,4
498,2024-04-09,Tuesday,afternoon,1172.45,11.5,45,6
499,2024-04-09,Tuesday,evening,1743.04,17.9,115,8
500,2024-04-09,Tuesday,night,519.68,15.3,33,8
501,2024-04-10,Wednesday,morning,848.05,15.0,93,5
502,2024-04-10,Wednesday,midday,1453.0,12.6,126,6
503,2024-04-10,Wednesday,afternoon,1147.85,13.4,30,4
504,2024-04-10,Wednesday,evening,1652.07,11.2,138,3
505,2024-04-10,Wednesday,night,444.08,18.6,40,4
506,2024-04-11,Thursday,morning,723.77,18.0,176,3
507,2024-04-11,Thursday,midday,1376.69,17.7,157,4
508,2024-04-11,Thursday,afternoon,1354.41,14.4,168,6
509,2024-04-11,Thursday,evening,1721.91,17.5,89,4
510,2024-04-11,Thursday,night,607.5,15.3,131,5
511,2024-04-12,Friday,morning,912.76,15.0,32,8
512,2024-04-12,Friday,midday,1503.66,12.6,168,2
513,2024-04-12,Friday,afternoon,1366.99,8.8,131,6
514,2024-04-12,Friday,evening,2143.13,14.3,96,8
515,2024-04-12,Friday,night,629.83,15.1,78,3
516,2024-04-13,Saturday,morning,1067.54,10.3,76,8
517,2024-04-13,Saturday,midday,1867.01,14.8,133,8
518,2024-04-13,Saturday,afternoon,1547.61,14.2,68,3
519,2024-04-13,Saturday,evening,2693.14,12.5,57,4
520,2024-04-13,Saturday,night,885.72,15.6,50,3
521,2024-04-14,Sunday,morning,912.02,11.4,185,2
522,2024-04-14,Sunday,midday,1628.19,9.1,82,8
523,2024-04-14,Sunday,afternoon,1441.54,14.8,96,8
524,2024-04-14,Sunday,evening,2001.15,11.4,54,5
525,2024-04-14,Sunday,night,705.99,19.6,95,8
526,2024-04-15,Monday,morning,532.99,8.5,81,3
527,2024-04-15,Monday,midday,1176.37,8.4,124,8
528,2024-04-15,Monday,afternoon,1033.09,16.5,154,8
529,2024-04-15,Monday,evening,1554.6,15.2,131,2
530,2024-04-15,Monday,night,494.37,16.5,53,4
531,2024-04-16,Tuesday,morning,695.61,9.1,159,5
532,2024-04-16,Tuesday,midday,1312.95,10.2,70,4
533,2024-04-16,Tuesday,afternoon,1321.99,10.7,39,4
534,2024-04-16,Tuesday,evening,1567.13,19.3,45,6
535,2024-04-16,Tuesday,night,665.85,8.6,161,7
536,2024-04-17,Wednesday,morning,673.98,16.9,153,2
537,2024-04-17,Wednesday,midday,1386.32,8.1,80,7
538,2024-04-17,Wednesday,afternoon,1181.49,17.0,180,6
539,2024-04-17,Wednesday,evening,1601.51,13.6,125,4
540,2024-04-17,Wednesday,night,611.95,12.7,125,5
541,2024-04-18,Thursday,morning,737.2,17.7,33,5
542,2024-04-18,Thursday,midday,1459.24,16.6,79,8
543,2024-04-18,Thursday,afternoon,1378.69,10.6,188,8
544,2024-04-18,Thursday,evening,1841.14,12.5,65,8
545,2024-04-18,Thursday,night,565.83,19.1,35,7
546,2024-04-19,Friday,morning,971.76,8.9,116,4
547,2024-04-19,Friday,midday,1720.39,15.5,66,4
548,2024-04-19,Friday,afternoon,1358.28,10.7,44,3
549,2024-04-19,Friday,evening,2137.05,9.7,68,4
550,2024-04-19,Friday,night,621.05,13.0,93,3
551,2024-04-20,Saturday,morning,1182.75,11.6,72,4
552,2024-04-20,Saturday,midday,1906.55,13.9,111,5
553,2024-04-20,Saturday,afternoon,1652.32,19.7,44,7
554,2024-04-20,Saturday,evening,2407.48,18.7,84,6
555,2024-04-20,Saturday,night,744.96,11.1,81,4
556,2024-04-21,Sunday,morning,929.28,13.2,96,3
557,2024-04-21,Sunday,midday,1642.31,11.5,71,2
558,2024-04-21,Sunday,afternoon,1363.56,18.0,105,3
559,2024-04-21,Sunday,evening,2084.25,17.7,117,6
560,2024-04-21,Sunday,night,688.07,9.7,30,8
561,2024-04-22,Monday,morning,728.34,10.2,141,2
562,2024-04-22,Monday,midday,1104.94,18.9,85,4
563,2024-04-22,Monday,afternoon,980.7,10.2,88,7
564,2024-04-22,Monday,evening,1511.1,10.1,183,2
565,2024-04-22,Monday,night,589.91,16.8,100,3
566,2024-04-23,Tuesday,morning,572.39,10.5,186,7
567,2024-04-23,Tuesday,midday,1221.66,15.0,81,2
568,2024-04-23,Tuesday,afternoon,938.95,8.8,163,5
569,2024-04-23,Tuesday,evening,1716.47,14.2,118,4
570,2024-04-23,Tuesday,night,390.21,11.4,193,8
571,2024-04-24,Wednesday,morning,792.8,12.9,152,3
572,2024-04-24,Wednesday,midday,1318.34,18.5,98,3
573,2024-04-24,Wednesday,afternoon,1199.06,12.4,71,7
574,2024-04-24,Wednesday,evening,1848.98,12.5,182,8
575,2024-04-24,Wednesday,night,666.86,13.3,162,2
576,2024-04-25,Thursday,morning,802.82,9.4,92,8
577,2024-04-25,Thursday,midday,1485.12,17.3,127,6
578,2024-04-25,Thursday,afternoon,1045.27,17.0,45,4
579,2024-04-25,Thursday,evening,1938.45,13.9,161,2
580,2024-04-25,Thursday,night,457.67,14.4,167,3
581,2024-04-26,Friday,morning,1167.59,10.7,76,3
582,2024-04-26,Friday,midday,1707.14,9.2,94,6
583,2024-04-26,Friday,afternoon,1448.1,9.2,79,4
584,2024-04-26,Friday,evening,2141.96,8.2,183,7
585,2024-04-26,Friday,night,633.7,16.4,56,4
586,2024-04-27,Saturday,morning,1035.01,18.4,75,2
587,2024-04-27,Saturday,midday,1877.11,15.0,101,2
588,2024-04-27,Saturday,afternoon,1708.52,9.5,133,3
589,2024-04-27,Saturday,evening,2374.48,10.7,176,5
590,2024-04-27,Saturday,night,795.15,17.0,72,8
591,2024-04-28,Sunday,morning,1032.81,16.3,182,8
592,2024-04-28,Sunday,midday,1623.18,15.2,39,5
593,2024-04-28,Sunday,afternoon,1405.69,12.4,132,3
594,2024-04-28,Sunday,evening,2065.18,18.1,141,8
595,2024-04-28,Sunday,night,833.51,19.0,132,8
596,2024-04-29,Monday,morning,662.99,14.7,113,6
597,2024-04-29,Monday,midday,1263.05,12.2,138,7
598,2024-04-29,Monday,afternoon,1116.2,15.6,123,2
599,2024-04-29,Monday,evening,1500.25,13.2,159,7
600,2024-04-29,Monday,night,504.17,8.2,65,5
601,2024-04-30,Tuesday,morning,856.0,19.2,192,2
602,2024-04-30,Tuesday,midday,1233.79,17.7,40,2
603,2024-04-30,Tuesday,afternoon,1154.01,19.0,189,4
604,2024-04-30,Tuesday,evening,1536.7,15.5,39,6
605,2024-04-30,Tuesday,night,572.9,8.2,90,2
606,2024-05-01,Wednesday,morning,784.06,11.5,108,4
607,2024-05-01,Wednesday,midday,1305.68,15.1,161,4
608,2024-05-01,Wednesday,afternoon,1107.59,9.0,181,6
609,2024-05-01,Wednesday,evening,1788.39,14.1,105,5
610,2024-05-01,Wednesday,night,534.27,14.9,100,3
611,2024-05-02,Thursday,morning,788.4,11.4,146,6
612,2024-05-02,Thursday,midday,1269.13,16.3,86,7
613,2024-05-02,Thursday,afternoon,1123.63,12.4,170,4
614,2024-05-02,Thursday,evening,1865.94,15.4,150,8
615,2024-05-02,Thursday,night,577.89,10.7,161,6
616,2024-05-03,Friday,morning,1015.33,12.6,179,5
617,2024-05-03,Friday,midday,1754.4,18.3,91,4
618,2024-05-03,Friday,afternoon,1445.56,14.7,155,4
619,2024-05-03,Friday,evening,2108.59,11.5,35,3
620,2024-05-03,Friday,night,951.21,14.6,185,8
621,2024-05-04,Saturday,morning,1012.34,14.2,142,4
622,2024-05-04,Saturday,midday,1985.63,16.8,57,6
623,2024-05-04,Saturday,afternoon,1651.46,16.9,69,5
624,2024-05-04,Saturday,evening,2629.98,12.0,120,3
625,2024-05-04,Saturday,night,759.94,18.2,162,2
626,2024-05-05,Sunday,morning,821.23,16.9,151,4
627,2024-05-05,Sunday,midday,1637.36,19.0,62,5
628,2024-05-05,Sunday,afternoon,1257.39,18.4,31,5
629,2024-05-05,Sunday,evening,2080.45,14.0,176,3
630,2024-05-05,Sunday,night,584.29,13.0,101,8
631,2024-05-06,Monday,morning,651.94,18.2,147,4
632,2024-05-06,Monday,midday,1163.18,16.7,104,4
633,2024-05-06,Monday,afternoon,941.24,12.6,112,2
634,2024-05-06,Monday,evening,1594.59,17.4,157,5
635,2024-05-06,Monday,night,462.07,11.6,67,5
636,2024-05-07,Tuesday,morning,737.58,14.9,178,3
637,2024-05-07,Tuesday,midday,1413.11,11.9,185,8
638,2024-05-07,Tuesday,afternoon,1174.4,10.9,113,3
639,2024-05-07,Tuesday,evening,1785.94,19.5,36,2
640,2024-05-07,Tuesday,night,510.63,11.1,157,4
641,2024-05-08,Wednesday,morning,880.94,14.5,141,6
642,2024-05-08,Wednesday,midday,1263.82,17.9,140,5
643,2024-05-08,Wednesday,afternoon,1117.51,16.1,145,2
644,2024-05-08,Wednesday,evening,1715.14,16.1,164,3
645,2024-05-08,Wednesday,night,632.98,12.8,173,6
646,2024-05-09,Thursday,morning,845.14,9.9,78,5
647,2024-05-09,Thursday,midday,1314.13,15.5,180,4
648,2024-05-09,Thursday,afternoon,1207.19,16.3,53,3
649,2024-05-09,Thursday,evening,1750.26,8.9,109,6
650,2024-05-09,Thursday,night,658.07,10.1,197,4
651,2024-05-10,Friday,morning,905.31,19.9,137,7
652,2024-05-10,Friday,midday,1542.17,9.9,104,8
653,2024-05-10,Friday,afternoon,1345.39,10.3,76,2
654,2024-05-10,Friday,evening,2153.09,15.6,184,2
655,2024-05-10,Friday,night,566.09,15.6,40,7
656,2024-05-11,Saturday,morning,1283.16,12.9,30,4
657,2024-05-11,Saturday,midday,1865.15,19.0,131,8
658,2024-05-11,Saturday,afternoon,1521.58,9.2,33,7
659,2024-05-11,Saturday,evening,2478.8,17.2,175,4
660,2024-05-11,Saturday,night,819.16,18.5,166,6
661,2024-05-12,Sunday,morning,1024.56,12.9,61,3
662,2024-05-12,Sunday,midday,1608.1,9.9,160,2
663,2024-05-12,Sunday,afternoon,1411.31,19.4,155,8
664,2024-05-12,Sunday,evening,2075.78,13.6,140,8
665,2024-05-12,Sunday,night,726.03,16.2,178,4
666,2024-05-13,Monday,morning,569.8,9.7,90,4
667,2024-05-13,Monday,midday,1186.71,15.5,179,2
668,2024-05-13,Monday,afternoon,1040.43,12.2,145,6
669,2024-05-13,Monday,evening,1509.8,18.7,179,8
670,2024-05-13,Monday,night,527.66,19.5,142,2
671,2024-05-14,Tuesday,morning,675.88,8.5,180,8
672,2024-05-14,Tuesday,midday,1218.48,10.1,31,8
673,2024-05-14,Tuesday,afternoon,1107.38,15.2,156,2
674,2024-05-14,Tuesday,evening,1557.69,10.9,129,7
675,2024-05-14,Tuesday,night,528.86,11.7,154,2
676,2024-05-15,Wednesday,morning,704.51,17.5,92,2
677,2024-05-15,Wednesday,midday,1364.86,10.2,104,5
678,2024-05-15,Wednesday,afternoon,1206.82,14.7,59,4
679,2024-05-15,Wednesday,evening,1632.81,12.8,46,2
680,2024-05-15,Wednesday,night,553.38,13.1,119,6
681,2024-05-16,Thursday,morning,801.66,11.4,90,5
682,2024-05-16,Thursday,midday,1452.09,8.4,200,2
683,2024-05-16,Thursday,afternoon,1174.69,16.5,53,3
684,2024-05-16,Thursday,evening,1839.1,11.2,62,6
685,2024-05-16,Thursday,night,457.35,17.7,70,4
686,2024-05-17,Friday,morning,1013.08,12.2,133,5
687,2024-05-17,Friday,midday,1607.48,11.6,151,6
688,2024-05-17,Friday,afternoon,1363.4,10.5,145,7
689,2024-05-17,Friday,evening,2245.2,11.1,142,6
690,2024-05-17,Friday,night,811.82,19.9,166,3
691,2024-05-18,Saturday,morning,1001.23,9.5,61,7
692,2024-05-18,Saturday,midday,1944.15,14.2,168,8
693,2024-05-18,Saturday,afternoon,1602.41,12.6,198,7
694,2024-05-18,Saturday,evening,2566.38,14.8,109,2
695,2024-05-18,Saturday,night,783.86,10.1,89,4
696,2024-05-19,Sunday,morning,941.64,10.3,57,2
697,2024-05-19,Sunday,midday,1539.9,14.0,106,3
698,2024-05-19,Sunday,afternoon,1351.23,8.8,109,2
699,2024-05-19,Sunday,evening,2076.13,16.6,102,4
700,2024-05-19,Sunday,night,731.09,12.8,148,8
701,2024-05-20,Monday,morning,601.91,18.4,100,3
702,2024-05-20,Monday,midday,1108.88,8.4,199,7
703,2024-05-20,Monday,afternoon,970.9,15.9,148,3
704,2024-05-20,Monday,evening,1596.32,20.0,132,4
705,2024-05-20,Monday,night,540.14,11.5,99,6
706,2024-05-21,Tuesday,morning,699.81,16.8,40,5
707,2024-05-21,Tuesday,midday,1306.07,10.4,107,3
708,2024-05-21,Tuesday,afternoon,1091.83,12.6,40,6
709,2024-05-21,Tuesday,evening,1577.39,10.2,88,6
710,2024-05-21,Tuesday,night,645.84,14.0,163,4
711,2024-05-22,Wednesday,morning,866.4,14.9,30,2
712,2024-05-22,Wednesday,midday,1276.37,18.0,197,4
713,2024-05-22,Wednesday,afternoon,1272.66,15.0,42,3
714,2024-05-22,Wednesday,evening,1614.97,16.2,39,8
715,2024-05-22,Wednesday,night,512.12,12.1,52,5
716,2024-05-23,Thursday,morning,925.96,16.3,130,7
717,2024-05-23,Thursday,midday,1357.69,14.3,119,5
718,2024-05-23,Thursday,afternoon,1162.54,13.3,117,7
719,2024-05-23,Thursday,evening,1677.85,18.1,190,5
720,2024-05-23,Thursday,night,597.64,14.1,82,5
721,2024-05-24,Friday,morning,888.05,17.3,155,8
722,2024-05-24,Friday,midday,1542.83,10.3,173,4
723,2024-05-24,Friday,afternoon,1461.84,17.4,90,6
724,2024-05-24,Friday,evening,2202.56,11.1,45,3
725,2024-05-24,Friday,night,668.35,10.4,109,3
726,2024-05-25,Saturday,morning,1144.2,9.6,154,7
727,2024-05-25,Saturday,midday,1765.62,8.1,143,3
728,2024-05-25,Saturday,afternoon,1633.51,19.2,119,7
729,2024-05-25,Saturday,evening,2379.24,9.7,174,3
730,2024-05-25,Saturday,night,968.34,12.0,60,6
731,2024-05-26,Sunday,morning,750.5,16.1,69,6
732,2024-05-26,Sunday,midday,1696.85,19.8,133,8
733,2024-05-26,Sunday,afternoon,1413.18,8.1,154,3
734,2024-05-26,Sunday,evening,2187.88,8.5,101,4
735,2024-05-26,Sunday,night,730.59,13.4,58,3
736,2024-05-27,Monday,morning,797.61,11.9,149,6
737,2024-05-27,Monday,midday,1158.37,8.9,32,5
738,2024-05-27,Monday,afternoon,1056.81,19.9,154,2
739,2024-05-27,Monday,evening,1528.78,16.9,97,2
740,2024-05-27,Monday,night,438.18,15.7,141,5
741,2024-05-28,Tuesday,morning,756.97,8.1,53,7
742,2024-05-28,Tuesday,midday,1353.05,11.4,187,7
743,2024-05-28,Tuesday,afternoon,1045.03,11.0,65,7
744,2024-05-28,Tuesday,evening,1570.17,8.3,131,8
745,2024-05-28,Tuesday,night,586.91,19.5,164,8
746,2024-05-29,Wednesday,morning,820.59,18.7,73,2
747,2024-05-29,Wednesday,midday,1362.52,16.9,113,5
748,2024-05-29,Wednesday,afternoon,992.85,10.2,121,4
749,2024-05-29,Wednesday,evening,1715.37,19.0,94,3
750,2024-05-29,Wednesday,night,612.98,8.7,57,6
751,2024-05-30,Thursday,morning,858.7,20.0,133,2
752,2024-05-30,Thursday,midday,1229.54,19.3,156,5
753,2024-05-30,Thursday,afternoon,1153.17,11.6,178,7
754,2024-05-30,Thursday,evening,1800.14,9.0,88,3
755,2024-05-30,Thursday,night,673.5,12.8,40,8
756,2024-05-31,Friday,morning,1046.94,13.3,78,3
757,2024-05-31,Friday,midday,1678.99,18.1,160,5
758,2024-05-31,Friday,afternoon,1434.09,9.7,48,7
759,2024-05-31,Friday,evening,2278.48,18.7,46,5
760,2024-05-31,Friday,night,762.91,8.1,75,7
761,2024-06-01,Saturday,morning,1114.29,13.3,174,7
762,2024-06-01,Saturday,midday,1947.55,12.2,80,5
763,2024-06-01,Saturday,afternoon,1680.89,13.5,166,7
764,2024-06-01,Saturday,evening,2466.03,18.4,132,6
765,2024-06-01,Saturday,night,703.44,8.7,114,6
766,2024-06-02,Sunday,morning,820.1,15.9,174,6
767,2024-06-02,Sunday,midday,1542.5,15.9,65,4
768,2024-06-02,Sunday,afternoon,1416.48,18.4,165,7
769,2024-06-02,Sunday,evening,2120.97,16.1,144,7
770,2024-06-02,Sunday,night,699.01,9.0,199,6
771,2024-06-03,Monday,morning,606.82,13.0,165,3
772,2024-06-03,Monday,midday,1265.98,14.8,131,4
773,2024-06-03,Monday,afternoon,1058.02,18.7,170,7
774,2024-06-03,Monday,evening,1563.2,9.3,94,7
775,2024-06-03,Monday,night,591.41,11.0,155,3
776,2024-06-04,Tuesday,morning,775.3,14.6,87,6
777,2024-06-04,Tuesday,midday,1224.84,14.2,180,6
778,2024-06-04,Tuesday,afternoon,1062.72,9.0,134,7
779,2024-06-04,Tuesday,evening,1697.08,18.4,170,6
780,2024-06-04,Tuesday,night,578.34,16.6,59,7
781,2024-06-05,Wednesday,morning,887.71,9.2,130,6
782,2024-06-05,Wednesday,midday,1322.49,10.1,79,6
783,2024-06-05,Wednesday,afternoon,1105.06,12.5,188,2
784,2024-06-05,Wednesday,evening,1715.51,12.9,42,4
785,2024-06-05,Wednesday,night,690.22,19.5,147,4
786,2024-06-06,Thursday,morning,832.27,9.4,64,5
787,2024-06-06,Thursday,midday,1428.77,19.9,81,6
788,2024-06-06,Thursday,afternoon,1181.37,9.4,120,3
789,2024-06-06,Thursday,evening,1697.03,17.6,32,8
790,2024-06-06,Thursday,night,713.9,11.1,91,4
791,2024-06-07,Friday,morning,862.76,12.3,155,2
792,2024-06-07,Friday,midday,1671.93,17.8,120,2
793,2024-06-07,Friday,afternoon,1396.07,15.2,38,7
794,2024-06-07,Friday,evening,2216.09,10.9,120,3
795,2024-06-07,Friday,night,714.27,19.9,142,2
796,2024-06-08,Saturday,morning,1064.43,17.5,154,2
797,2024-06-08,Saturday,midday,1945.34,9.8,104,8
798,2024-06-08,Saturday,afternoon,1647.65,16.2,127,8
799,2024-06-08,Saturday,evening,2530.69,14.5,98,5
800,2024-06-08,Saturday,night,938.53,8.2,117,3
801,2024-06-09,Sunday,morning,828.28,8.4,39,2
802,2024-06-09,Sunday,midday,1617.41,10.2,195,7
803,2024-06-09,Sunday,afternoon,1255.44,19.6,144,5
804,2024-06-09,Sunday,evening,1979.55,10.8,186,6
805,2024-06-09,Sunday,night,753.53,10.6,63,6
806,2024-06-10,Monday,morning,712.81,15.5,84,3
807,2024-06-10,Monday,midday,1244.3,12.0,149,5
808,2024-06-10,Monday,afternoon,903.04,19.2,110,2
809,2024-06-10,Monday,evening,1482.94,10.7,93,5
810,2024-06-10,Monday,night,589.0,18.5,185,2
811,2024-06-11,Tuesday,morning,632.28,9.7,128,4
812,2024-06-11,Tuesday,midday,1165.55,8.8,97,4
813,2024-06-11,Tuesday,afternoon,991.01,19.5,38,6
814,2024-06-11,Tuesday,evening,1578.83,18.8,54,8
815,2024-06-11,Tuesday,night,566.44,14.9,55,4
816,2024-06-12,Wednesday,morning,840.08,17.5,90,8
817,2024-06-12,Wednesday,midday,1342.76,8.9,117,7
818,2024-06-12,Wednesday,afternoon,1097.76,12.4,192,3
819,2024-06-12,Wednesday,evening,1650.29,12.9,45,7
820,2024-06-12,Wednesday,night,651.71,12.0,112,8
821,2024-06-13,Thursday,morning,723.97,10.9,90,4
822,2024-06-13,Thursday,midday,1408.89,9.8,82,2
823,2024-06-13,Thursday,afternoon,1291.37,12.9,131,6
824,2024-06-13,Thursday,evening,1723.21,17.3,73,6
825,2024-06-13,Thursday,night,661.97,11.7,176,6
826,2024-06-14,Friday,morning,987.43,15.9,117,2
827,2024-06-14,Friday,midday,1773.16,9.0,75,4
828,2024-06-14,Friday,afternoon,1389.72,15.0,149,4
829,2024-06-14,Friday,evening,2280.4,16.7,47,8
830,2024-06-14,Friday,night,697.47,13.8,74,4
831,2024-06-15,Saturday,morning,1160.54,17.1,190,4
832,2024-06-15,Saturday,midday,1829.71,10.8,35,3
833,2024-06-15,Saturday,afternoon,1703.31,18.7,102,8
834,2024-06-15,Saturday,evening,2455.74,14.0,55,3
835,2024-06-15,Saturday,night,811.42,9.5,42,2
836,2024-06-16,Sunday,morning,947.32,8.9,177,4
837,2024-06-16,Sunday,midday,1608.44,11.2,194,2
838,2024-06-16,Sunday,afternoon,1372.1,15.7,37,3
839,2024-06-16,Sunday,evening,2000.07,8.3,154,5
840,2024-06-16,Sunday,night,834.93,15.3,116,3
841,2024-06-17,Monday,morning,757.41,8.5,190,6
842,2024-06-17,Monday,midday,1219.22,12.0,156,6
843,2024-06-17,Monday,afternoon,866.68,18.5,36,4
844,2024-06-17,Monday,evening,1642.05,14.8,110,2
845,2024-06-17,Monday,night,401.58,18.0,70,2
846,2024-06-18,Tuesday,morning,784.0,8.2,83,3
847,2024-06-18,Tuesday,midday,1109.31,12.3,122,5
848,2024-06-18,Tuesday,afternoon,1051.76,12.1,180,8
849,2024-06-18,Tuesday,evening,1509.83,15.2,114,3
850,2024-06-18,Tuesday,night,500.34,16.9,96,8
851,2024-06-19,Wednesday,morning,727.41,17.3,109,7
852,2024-06-19,Wednesday,midday,1198.16,17.3,146,6
853,2024-06-19,Wednesday,afternoon,1122.8,19.3,63,4
854,2024-06-19,Wednesday,evening,1805.85,8.1,151,2
855,2024-06-19,Wednesday,night,492.69,12.3,190,3
856,2024-06-20,Thursday,morning,685.68,12.8,53,2
857,2024-06-20,Thursday,midday,1371.05,14.5,82,6
858,2024-06-20,Thursday,afternoon,1171.18,17.3,96,6
859,2024-06-20,Thursday,evening,1769.78,10.1,71,6
860,2024-06-20,Thursday,night,634.01,8.3,92,5
861,2024-06-21,Friday,morning,1053.47,15.6,118,8
862,2024-06-21,Friday,midday,1669.58,12.7,84,4
863,2024-06-21,Friday,afternoon,1444.59,15.9,33,2
864,2024-06-21,Friday,evening,2142.05,17.7,132,7
865,2024-06-21,Friday,night,738.48,14.8,134,5
866,2024-06-22,Saturday,morning,1058.78,19.3,190,8
867,2024-06-22,Saturday,midday,1899.88,11.1,141,3
868,2024-06-22,Saturday,afternoon,1680.15,10.8,82,4
869,2024-06-22,Saturday,evening,2436.61,11.6,157,3
870,2024-06-22,Saturday,night,695.41,19.8,70,5
871,2024-06-23,Sunday,morning,1025.24,11.2,64,8
872,2024-06-23,Sunday,midday,1487.66,11.6,52,4
873,2024-06-23,Sunday,afternoon,1542.2,11.0,111,7
874,2024-06-23,Sunday,evening,2074.01,15.3,145,3
875,2024-06-23,Sunday,night,544.43,10.5,122,2
876,2024-06-24,Monday,morning,600.89,17.4,142,3
877,2024-06-24,Monday,midday,1149.73,19.2,36,8
878,2024-06-24,Monday,afternoon,1037.48,9.3,32,3
879,2024-06-24,Monday,evening,1568.87,16.8,54,8
880,2024-06-24,Monday,night,485.88,10.0,131,2
881,2024-06-25,Tuesday,morning,621.57,16.0,131,4
882,2024-06-25,Tuesday,midday,1318.88,19.8,38,6
883,2024-06-25,Tuesday,afternoon,1093.69,16.3,39,3
884,2024-06-25,Tuesday,evening,1761.13,14.1,89,6
885,2024-06-25,Tuesday,night,505.88,8.2,111,2
886,2024-06-26,Wednesday,morning,775.93,18.5,60,5
887,2024-06-26,Wednesday,midday,1426.01,8.0,87,7
888,2024-06-26,Wednesday,afternoon,1122.05,14.5,192,7
889,2024-06-26,Wednesday,evening,1466.83,14.4,157,2
890,2024-06-26,Wednesday,night,498.49,12.2,85,8
891,2024-06-27,Thursday,morning,962.33,16.8,99,7
892,2024-06-27,Thursday,midday,1366.38,10.1,97,4
893,2024-06-27,Thursday,afternoon,1221.58,14.1,134,8
894,2024-06-27,Thursday,evening,1809.98,14.7,122,4
895,2024-06-27,Thursday,night,721.86,15.8,169,4
896,2024-06-28,Friday,morning,968.12,14.6,135,8
897,2024-06-28,Friday,midday,1678.12,13.1,168,5
898,2024-06-28,Friday,afternoon,1376.75,12.6,68,5
899,2024-06-28,Friday,evening,2171.37,17.6,192,2
900,2024-06-28,Friday,night,555.1,10.9,158,4
901,2024-06-29,Saturday,morning,1035.13,19.9,80,7
902,2024-06-29,Saturday,midday,1768.57,9.4,188,8
903,2024-06-29,Saturday,afternoon,1744.18,12.9,172,4
904,2024-06-29,Saturday,evening,2456.66,16.2,143,6
905,2024-06-29,Saturday,night,766.54,14.9,151,7
906,2024-06-30,Sunday,morning,843.24,15.8,150,6
907,2024-06-30,Sunday,midday,1554.86,12.6,191,8
908,2024-06-30,Sunday,afternoon,1464.1,16.9,126,4
909,2024-06-30,Sunday,evening,2051.16,14.3,186,7
910,2024-06-30,Sunday,night,612.24,16.1,112,2
911,2024-07-01,Monday,morning,610.96,10.7,186,8
912,2024-07-01,Monday,midday,1117.49,11.2,151,8
913,2024-07-01,Monday,afternoon,1002.72,13.7,86,3
914,2024-07-01,Monday,evening,1434.34,8.8,165,4
915,2024-07-01,Monday,night,413.15,17.8,91,7
916,2024-07-02,Tuesday,morning,705.33,10.1,199,5
917,2024-07-02,Tuesday,midday,1345.17,18.3,196,8
918,2024-07-02,Tuesday,afternoon,1254.45,18.9,112,5
919,2024-07-02,Tuesday,evening,1516.85,13.1,134,3
920,2024-07-02,Tuesday,night,661.91,16.4,126,2
921,2024-07-03,Wednesday,morning,682.1,14.3,107,5
922,2024-07-03,Wednesday,midday,1418.62,15.9,100,5
923,2024-07-03,Wednesday,afternoon,1118.11,9.3,192,5
924,2024-07-03,Wednesday,evening,1794.17,16.8,74,8
925,2024-07-03,Wednesday,night,561.33,9.6,155,6
926,2024-07-04,Thursday,morning,799.05,15.9,189,4
927,2024-07-04,Thursday,midday,1257.67,11.0,172,3
928,2024-07-04,Thursday,afternoon,1178.93,8.0,96,2
929,2024-07-04,Thursday,evening,1742.34,14.5,112,4
930,2024-07-04,Thursday,night,563.11,10.9,142,2
931,2024-07-05,Friday,morning,867.87,9.1,62,5
932,2024-07-05,Friday,midday,1665.3,19.5,104,6
933,2024-07-05,Friday,afternoon,1474.91,16.6,126,4
